pair_id,reference_path,search_path,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0010,pair_0010/reference.png,pair_0010/search.png,dram,near_boundary,432.79008057597537,620.883403552096,455.4858816321939,620.7212366312742,22.696380409520373,208.50677416102846,0.9619740843772888,0.0,0.9175,0.6887345847734037,-0.08132146889128256,1510.6990989867477,28,False,0.004021182656288147,3.4927798329736106
pair_0011,pair_0011/reference.png,pair_0011/search.png,finfet,uniform,873.2200541844106,284.97336580323304,873.350018709898,284.9151182770729,0.14242033628991138,1.4945811634939838,0.9440488815307617,1.875,1.04,-1.9354199322851473,0.04941555569115397,86.64253688743428,1,False,,3.418289332999848
pair_0012,pair_0012/reference.png,pair_0012/search.png,dram,near_boundary,865.358325535356,105.17122697425637,849.5466263964772,106.35895757377148,15.856245887203091,167.22393154298732,0.9101898670196533,-3.0,1.075,1.893029079857778,0.054624989625991605,209.132095327934,1,False,0.04068589210510254,3.4350879170233384
pair_0013,pair_0013/reference.png,pair_0013/search.png,finfet,uniform,604.3039890153116,402.32661675396434,604.7264802604914,402.2360235750675,0.43209486957867155,4.414799867933252,0.8949219584465027,0.0,1.0225,0.38794161132558225,0.021720038527198726,432.77202950534,1,False,0.01185329258441925,3.425255166948773
pair_0014,pair_0014/reference.png,pair_0014/search.png,dram,uniform,112.543303385284,365.222324904492,114.4435979872942,202.86017933487892,162.3732657599232,1731.562270742722,0.8614760041236877,0.0,1.1075,-0.41102464054918997,0.0664084771830118,347.4153530814464,1,True,0.18301300704479218,3.4599732090136968
pair_0015,pair_0015/reference.png,pair_0015/search.png,finfet,uniform,780.5995079494825,606.9094011813872,384.0448729880154,903.9725796878338,495.48169545783963,4532.8197880618245,0.833899199962616,0.0,0.9075,-0.19058622032158826,-0.08516907292137899,811.2415589854934,7,False,0.0025726109743118286,3.3752587910275906
pair_0016,pair_0016/reference.png,pair_0016/search.png,dram,uniform,656.0400932667249,261.31726363729075,655.8425548970699,261.2944283783436,0.19885385723467539,2.106942373787465,0.8793576955795288,-0.375,1.05,0.1538819695671969,0.05954312533197603,46.20629894068461,1,False,,3.4606374579598196
pair_0017,pair_0017/reference.png,pair_0017/search.png,finfet,near_boundary,732.1902782393781,842.7901052278315,733.7799137830734,842.6323846280575,1.5974407498785428,14.979375633107274,0.8407490849494934,4.125,0.925,-0.9091835622864398,-0.06228912501160422,598.1282073306527,1,False,,3.448363666946534
pair_0018,pair_0018/reference.png,pair_0018/search.png,dram,near_boundary,819.4075049447698,384.3985285875802,819.4565027877688,383.6246787980199,0.7753994360464037,8.216577327553484,0.7857342958450317,0.375,1.0,0.7189562128289522,0.05965737729292897,123.88204103542338,1,False,0.0551207959651947,3.44922733301064
pair_0019,pair_0019/reference.png,pair_0019/search.png,finfet,uniform,692.8399901841841,624.9880518184311,688.3120923638344,458.64822067320347,166.40144615986478,1613.7522022517344,0.877854585647583,-1.5,0.96,1.882984058890255,-0.030205422192440268,498.2174465485702,1,True,0.04763782024383545,3.499994041980244
pair_0020,pair_0020/reference.png,pair_0020/search.png,dram,uniform,808.5248971876941,133.17787331673486,808.3511489331722,181.26179526746273,48.084235863946496,443.4941323447207,0.957805335521698,-0.375,0.9,1.3675658630874854,-0.07767249624267802,1413.7795314151651,1,True,0.24036289751529694,3.356675458024256
pair_0021,pair_0021/reference.png,pair_0021/search.png,finfet,uniform,880.3498413278902,524.4691288912118,880.5326594598591,524.8015380501747,0.37936567891555767,4.0953760419047605,0.9138416647911072,-1.875,1.075,0.41166367353400585,0.07953256436155964,38.26881333389396,1,False,,3.4093787079909816
pair_0022,pair_0022/reference.png,pair_0022/search.png,dram,near_boundary,736.6231005433453,221.58085549821052,735.6761827617884,225.36135852336884,3.8972883404054057,37.50651142842069,0.8466199040412903,-3.75,0.975,-1.619821492931826,-0.0376254422961384,451.2520964549638,1,False,,3.541518499958329
pair_0023,pair_0023/reference.png,pair_0023/search.png,finfet,near_boundary,736.5628941462072,354.22135749037125,738.0126576954499,424.9847114542499,70.77820341436971,694.3983762392273,0.7892535328865051,-0.75,0.9925,1.5207240585269954,-0.01890929305751854,253.12551463517028,1,False,0.01041557639837265,3.5476188749889843
pair_0024,pair_0024/reference.png,pair_0024/search.png,dram,uniform,694.1014706876074,129.2736185207467,694.0635184198618,128.98888302780688,0.2872536780734439,2.809303313330971,0.8075488209724426,-0.75,0.9925,1.5023712115807344,-0.0220131097459092,436.05382043390836,1,True,0.04330521821975708,3.5244884170242585
pair_0025,pair_0025/reference.png,pair_0025/search.png,finfet,near_boundary,139.04361562131442,427.79992062742735,139.2803624868393,427.84088629484177,0.240264987550336,2.507445868605943,0.9346071481704712,-0.375,1.05,1.4531111708283881,0.04361683912876724,1984.1372702970336,1,False,,3.437369082996156
pair_0026,pair_0026/reference.png,pair_0026/search.png,dram,uniform,596.2439098683204,693.8770188424597,221.0964115858078,147.03107289783657,663.156191303148,6448.419302064431,0.8957614898681641,-0.75,0.9925,1.8023109727227202,-0.027616813862080036,35.18600495377031,3,False,0.0028369128704071045,3.558192374999635
pair_0027,pair_0027/reference.png,pair_0027/search.png,finfet,uniform,609.9885324229501,668.756160010771,609.5806625559926,677.7465174198151,8.999604667468702,98.92865441119682,0.8927740454673767,-0.375,1.1,1.178636410353128,0.09925555695572852,186.1293311926134,1,True,0.15154999494552612,3.4346837499761023
pair_0028,pair_0028/reference.png,pair_0028/search.png,dram,near_boundary,171.23994918563798,762.7611286296328,394.019454639405,756.8692290186882,222.85740403058287,2055.4173276724136,0.8840521574020386,-2.25,0.925,1.84557635795046,-0.07769843384232034,366.73800842028413,1,False,0.010895699262619019,3.682837833999656
pair_0029,pair_0029/reference.png,pair_0029/search.png,finfet,uniform,786.9230134275513,793.0877637260644,822.4753569848835,480.5100763756782,314.59303832369585,3334.176943537785,0.9313357472419739,0.0,1.04,1.0997024258946704,0.059838120164354525,593.0629954964954,2,False,0.03042849898338318,3.4837634169962257
pair_0030,pair_0030/reference.png,pair_0030/search.png,dram,uniform,525.565136298949,440.34346069687626,526.5652939379215,497.3658868521452,57.03119672544049,613.6380743851458,0.9805147647857666,-0.375,1.075,0.38365357123191757,0.0759691355230041,1520.4198997203553,7,False,0.008480817079544067,3.555128749983851
pair_0031,pair_0031/reference.png,pair_0031/search.png,finfet,near_boundary,812.4167180624443,188.8395270193517,420.4605699926615,447.6633501201868,469.70138749447386,4946.9840796724375,0.8281622529029846,1.5,1.0275,-1.5005361418162426,0.053218962383976276,52.53119335066531,5,False,0.002294197678565979,3.554989124997519
pair_0032,pair_0032/reference.png,pair_0032/search.png,dram,uniform,837.3203866667432,195.9162750782075,837.4380602575839,195.5739569887519,0.3619789335719378,3.6150521635390227,0.9410637021064758,-2.625,1.0,1.2844504519100741,-0.0013086872580151399,246.0309877732826,1,False,0.029771864414215088,3.4957085420028307
pair_0033,pair_0033/reference.png,pair_0033/search.png,finfet,uniform,226.70710640843816,371.02001190137605,226.48535066004843,371.6220779642463,0.6416066988459076,6.723278001808343,0.8288784623146057,-0.375,1.075,0.8607241679395847,0.04788151587286493,460.8337264305259,1,False,,3.475636124960147
pair_0034,pair_0034/reference.png,pair_0034/search.png,dram,near_boundary,687.9584209433648,88.43083277990813,508.96885060705245,544.0080975769088,489.47718076442965,4652.783513856797,0.9233486652374268,2.25,0.95,-1.4444330812956716,-0.049438115462211996,193.77248265447602,2,False,0.03418952226638794,3.7904281669761986
pair_0035,pair_0035/reference.png,pair_0035/search.png,finfet,uniform,317.9501612487671,308.5762405298503,319.14324900507927,308.1971701234579,1.2518597234772542,11.88988793922754,0.9642510414123535,0.0,0.985,0.015149553922852997,-0.050222024381346264,1798.073177511231,1,False,,3.6060075419954956
pair_0036,pair_0036/reference.png,pair_0036/search.png,dram,near_boundary,542.0713488083315,502.6029846096549,541.8506864458323,480.8081699758768,21.795931657054087,199.321133894785,0.9740189909934998,0.375,0.91,-0.6377790718198764,-0.08551220920039815,69.49465170922359,6,False,0.007669530808925629,3.5266106670023873
pair_0037,pair_0037/reference.png,pair_0037/search.png,finfet,near_boundary,580.2156330357749,890.0726391363139,583.2692362964153,699.7437226772308,190.35341061657397,1795.8611667696573,0.9542094469070435,3.75,0.9425,-0.17590597624464488,-0.056564754499180636,578.027911693238,1,True,0.13454888761043549,3.7052618750021793
pair_0038,pair_0038/reference.png,pair_0038/search.png,dram,uniform,814.4076145240209,521.797761603293,814.3536367416382,521.7197386026382,0.09487459945701468,0.9394893360077013,0.6645949482917786,0.75,0.9925,-0.7229493763862607,-0.009756730057805862,171.0320695027733,1,False,,3.566913416958414
pair_0039,pair_0039/reference.png,pair_0039/search.png,finfet,uniform,214.9392114105981,722.9633206540241,214.88339257240295,846.7029661536217,123.73965808950979,1126.8083669816901,0.8575073480606079,0.0,0.8925,-0.050815263914448135,-0.08937168214365943,292.13126135662384,2,True,0.10293267667293549,3.740231000003405
