pair_id,reference_path,search_path,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0010,pair_0010/reference.png,pair_0010/search.png,stress_basic,uniform,594.7490428170865,805.1733991761505,593.5182601232082,805.677023127675,1.3298357507977212,13.088684150024415,0.9457983374595642,0.375,1.015,-0.5738530240359374,-0.01576686127042544,0.0,1,False,,3.656935875013005
pair_0011,pair_0011/reference.png,pair_0011/search.png,stress_basic,uniform,265.7812339986931,538.5772180396989,265.53855953738093,538.8136387467384,0.3388003023762309,3.4191575253204425,0.5783959031105042,-1.5,1.0175,1.140395910036891,0.009195535346228047,0.0,1,False,,3.474725915992167
pair_0012,pair_0012/reference.png,pair_0012/search.png,stress_basic,uniform,88.61875149634176,282.689938807432,88.60974695533514,282.9999866783619,0.3101786002078609,3.066684424161593,0.8235988616943359,3.0,1.0,-2.935843075607006,-0.011316569838632785,0.0,1,False,,3.4879630419891328
pair_0013,pair_0013/reference.png,pair_0013/search.png,stress_basic,uniform,780.5640994842659,693.802318981247,780.5783283561468,694.1533300578594,0.35129935482376984,3.59744703106976,0.5100368857383728,-1.5,1.025,1.2975072020600131,0.024040318227862338,0.0,1,False,,3.3830187499988824
pair_0014,pair_0014/reference.png,pair_0014/search.png,stress_basic,uniform,122.48410125961709,333.56163080185536,353.44552237167954,123.88219794631004,311.94333236138675,3066.835523403215,0.6448498368263245,-0.75,0.9825,0.8140863242985652,-0.016861331772181475,0.0,1,False,0.0003733634948730469,3.54851900000358
pair_0015,pair_0015/reference.png,pair_0015/search.png,stress_basic,uniform,124.88555393637068,275.245587441519,124.77475515007973,279.5769631713629,4.332792642641039,44.266111545925106,0.9446010589599609,1.125,1.025,-1.1693302094425384,0.021653127599082507,0.0,2,False,0.255569189786911,3.5044431659625843
pair_0016,pair_0016/reference.png,pair_0016/search.png,stress_basic,uniform,648.9880845145753,92.3417918037432,648.9993711078423,91.79417878389359,0.547729318821254,5.394335724004557,0.8848514556884766,0.75,0.9925,-1.554139108363305,-0.015145704521808828,0.0,1,False,,3.4145559579483233
pair_0017,pair_0017/reference.png,pair_0017/search.png,stress_basic,uniform,580.4896579960932,232.95934965915694,666.5558235049248,604.3397406488657,381.22274283817666,3757.5964332051512,0.8712043762207031,-4.125,0.975,4.535291290576381,-0.014330465902923674,0.0,14,False,0.007930785417556763,3.544353957986459
pair_0018,pair_0018/reference.png,pair_0018/search.png,stress_basic,uniform,837.8299679414945,658.7378057585555,837.8655912429094,658.817147821188,0.0869723088487,0.8643947307479417,0.9800891876220703,-3.75,0.9925,3.8323182486754,-0.006126499123218141,0.0,1,False,,3.384299249970354
pair_0019,pair_0019/reference.png,pair_0019/search.png,stress_basic,uniform,330.81146731462,103.61092136286777,686.5077147954144,539.826394200325,562.8532306158728,5472.627978514489,0.7660772204399109,4.125,0.975,-3.982327686066658,-0.027698930940424533,0.0,2,False,0.01029534637928009,3.495495542010758
pair_0020,pair_0020/reference.png,pair_0020/search.png,stress_basic,uniform,551.2884500056834,389.3088818248333,547.9639441929758,391.4131841659546,3.9345174089811517,39.06660311568521,0.9181800484657288,0.0,0.9925,0.26997700583053397,-0.007080181510708876,0.0,1,False,0.13836461305618286,3.500544166949112
pair_0021,pair_0021/reference.png,pair_0021/search.png,stress_basic,uniform,722.3699552575735,554.6190947109774,722.3190448433161,554.8504326343536,0.23687360568855534,2.4396248502058855,0.7549813985824585,-2.625,1.025,2.8368516745031833,0.0299268435224218,0.0,1,False,,3.508460125012789
pair_0022,pair_0022/reference.png,pair_0022/search.png,stress_basic,uniform,409.77396334647415,501.5566410793917,417.44732558727264,440.1433485150337,61.89081508328951,635.4794272399378,0.925763726234436,3.375,1.025,-3.401634709332977,0.026775017237601142,0.0,19,False,0.0009618997573852539,3.467005416052416
pair_0023,pair_0023/reference.png,pair_0023/search.png,stress_basic,uniform,508.2721005813758,211.7311097783329,508.3157814890146,210.90175995230675,0.83049934113264,8.516008871417222,0.9057270288467407,1.125,1.025,-1.0762557944781947,0.025408263395253088,0.0,5,True,0.028506696224212646,3.5254563330090605
pair_0024,pair_0024/reference.png,pair_0024/search.png,stress_basic,uniform,426.3013530025761,572.694290055908,426.30646201968193,572.7761729359627,0.08204211175872982,0.8004812216399739,0.9825162887573242,-3.0,0.975,2.864283407966638,-0.02430446452422338,0.0,77,True,0.13050296902656555,3.570811999961734
pair_0025,pair_0025/reference.png,pair_0025/search.png,stress_basic,uniform,692.4707007169294,618.8242526924585,692.4890109617263,618.6639633178711,0.16133179683537616,1.588278295651954,0.9461589455604553,3.0,0.9825,-2.6518596671492487,-0.015520606100580507,0.0,1,True,0.07996465265750885,3.5102664589649066
pair_0026,pair_0026/reference.png,pair_0026/search.png,stress_basic,uniform,869.9545018903937,548.7194990855173,575.4153264388442,541.0871968269348,294.6380455973821,3009.70228267711,0.8491247296333313,1.5,1.0175,-1.4567200761850319,0.021491395170947315,0.0,6,False,0.015868067741394043,3.5005440000095405
pair_0027,pair_0027/reference.png,pair_0027/search.png,stress_basic,uniform,393.5880870678739,713.1047519455869,343.47483168542385,360.3618758916855,356.2848228198961,3495.8102310611403,0.9402136206626892,2.25,0.9825,-2.4490686919041647,-0.018815844190957463,0.0,9,False,0.014240138232707977,3.552680708002299
pair_0028,pair_0028/reference.png,pair_0028/search.png,stress_basic,uniform,244.8823270117991,898.7330847770211,244.66505566239357,898.6968528926373,0.22027162486009227,2.1735081113396806,0.2732352614402771,-1.125,1.0,1.5959860704598985,-0.01326005438957197,0.0,1,False,,3.498392000037711
pair_0029,pair_0029/reference.png,pair_0029/search.png,stress_basic,uniform,326.5080002882118,218.45452731843898,896.51797799021,389.31569850444794,595.0671512517617,6072.2681909116,0.5803787112236023,4.125,1.025,-4.669436043052844,0.0204341103585027,0.0,2,False,0.000436246395111084,3.506233791995328
