pair_id,reference_path,search_path,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0010,pair_0010/reference.png,pair_0010/search.png,dram,uniform,305.8,746.5,303.55842611938715,752.4608151838183,6.368357018720376,63.683570187203756,0.883786678314209,0.0,1.0,0.0,0.0,60.0,1,False,0.09140695631504059,3.3521489999839105
pair_0011,pair_0011/reference.png,pair_0011/search.png,finfet,uniform,65.0,609.8,62.18802264332771,609.2544301152229,2.8644132302468646,28.644132302468645,0.8583078384399414,0.0,1.0,0.0,0.0,25.0,1,False,,3.683241334045306
pair_0012,pair_0012/reference.png,pair_0012/search.png,dram,uniform,793.7,703.0,684.6304613649845,702.4982348672347,109.07069279281032,1090.7069279281031,0.9791278839111328,0.0,1.0,0.0,0.0,800.0,2,False,0.05058392882347107,3.4480358329601586
pair_0013,pair_0013/reference.png,pair_0013/search.png,finfet,uniform,233.3,286.7,232.44404481723905,286.1942824423313,0.9941878710936513,9.941878710936512,0.9413485527038574,0.0,1.0,0.0,0.0,200.0,1,False,,3.3711866249796003
pair_0014,pair_0014/reference.png,pair_0014/search.png,dram,uniform,666.8,669.8,664.562508046627,669.314012363553,2.289662469489285,22.89662469489285,0.9600275158882141,0.0,1.0,0.0,0.0,60.0,10,False,0.0019056200981140137,3.527059999993071
pair_0015,pair_0015/reference.png,pair_0015/search.png,finfet,uniform,799.4,577.8,796.5300890635699,577.3674094676971,2.902330675798155,29.023306757981548,0.7142067551612854,0.375,1.0,0.0,0.0,25.0,1,False,,3.5957805000361986
pair_0016,pair_0016/reference.png,pair_0016/search.png,dram,uniform,285.0,595.5,284.1490416675806,594.8983725756407,1.0421543269858018,10.421543269858018,0.9778667688369751,0.0,0.9925,0.0,0.0,800.0,1,False,,3.3763199169770814
pair_0017,pair_0017/reference.png,pair_0017/search.png,finfet,uniform,444.6,293.7,443.65525908768177,293.2140306532383,1.062403688528946,10.62403688528946,0.929438591003418,0.0,1.0,0.0,0.0,200.0,1,False,,3.763059583026916
pair_0018,pair_0018/reference.png,pair_0018/search.png,dram,near_boundary,719.4,863.6,716.8225060999393,863.0845316722989,2.628532366495179,26.28532366495179,0.9158855080604553,0.0,0.9925,0.0,0.0,60.0,2,False,0.017973020672798157,3.4731728750048205
pair_0019,pair_0019/reference.png,pair_0019/search.png,finfet,uniform,485.8,543.0,486.9723661057651,833.543442428112,290.5458077141427,2905.458077141427,0.5124595165252686,0.0,0.985,0.0,0.0,25.0,1,False,0.01016952097415924,3.460067624982912
pair_0020,pair_0020/reference.png,pair_0020/search.png,dram,uniform,562.6,180.0,561.9832049608231,179.4992514817277,0.7944716476408828,7.9447164764088285,0.9728243350982666,0.0,1.0,0.0,0.0,800.0,1,False,,3.4134040829958394
pair_0021,pair_0021/reference.png,pair_0021/search.png,finfet,uniform,555.7,593.0,554.2915896773338,592.5188918188214,1.4883160682427976,14.883160682427976,0.9710809588432312,0.0,1.0,0.0,0.0,200.0,1,False,,3.3957271249964833
pair_0022,pair_0022/reference.png,pair_0022/search.png,dram,uniform,117.7,433.5,116.1977608948946,468.7756410241127,35.30761351310749,353.0761351310749,0.9556928873062134,0.0,0.9925,0.0,0.0,60.0,6,False,0.019923120737075806,3.414007582992781
pair_0023,pair_0023/reference.png,pair_0023/search.png,finfet,uniform,318.9,397.4,317.20282250642776,340.7032469063997,56.722149314014516,567.2214931401452,0.7167831659317017,0.0,1.0075,0.0,0.0,25.0,1,False,0.006324335932731628,3.4748254170408472
pair_0024,pair_0024/reference.png,pair_0024/search.png,dram,near_boundary,437.1,298.7,436.4094336554408,298.21613454818726,0.8432126965931057,8.432126965931058,0.9729293584823608,0.0,1.0,0.0,0.0,800.0,1,False,,3.7193957080016844
pair_0025,pair_0025/reference.png,pair_0025/search.png,finfet,uniform,244.7,810.7,243.14403074979782,810.2255028933287,1.6267107339088303,16.2671073390883,0.9443814158439636,0.0,0.9925,0.0,0.0,200.0,1,False,,3.657890958013013
pair_0026,pair_0026/reference.png,pair_0026/search.png,dram,near_boundary,237.3,883.4,234.52428104542196,882.7870897650719,2.8425823947395985,28.425823947395983,0.9180389046669006,-0.375,1.0,0.0,0.0,60.0,1,False,,3.771339958999306
pair_0027,pair_0027/reference.png,pair_0027/search.png,finfet,near_boundary,290.0,419.0,287.86470943689346,370.510953287594,48.53603936114669,485.3603936114669,0.7103450894355774,0.375,1.0,0.0,0.0,25.0,1,True,0.20012174546718597,3.424740458955057
pair_0028,pair_0028/reference.png,pair_0028/search.png,dram,uniform,216.5,197.7,215.9252993017435,197.2023847401142,0.7601985526477205,7.601985526477205,0.9827951788902283,0.0,0.9925,0.0,0.0,800.0,1,True,0.1150895208120346,3.4637327500386164
pair_0029,pair_0029/reference.png,pair_0029/search.png,finfet,near_boundary,840.8,556.0,839.5177245866507,555.4964988990687,1.3775861476942104,13.775861476942104,0.9718365669250488,0.0,1.0,0.0,0.0,200.0,1,False,,3.747160291997716
pair_0030,pair_0030/reference.png,pair_0030/search.png,dram,uniform,771.0,122.7,770.0141908563673,197.918850928545,75.22531059874956,752.2531059874956,0.7652724981307983,0.0,0.9925,0.0,0.0,60.0,2,False,0.011374205350875854,3.4742509580100887
pair_0031,pair_0031/reference.png,pair_0031/search.png,finfet,near_boundary,272.5,551.8,269.21600073575974,551.3338969498873,3.3169116992851864,33.16911699285186,0.681225061416626,0.375,1.0,0.0,0.0,25.0,1,False,,3.7100036659976467
pair_0032,pair_0032/reference.png,pair_0032/search.png,dram,near_boundary,154.7,829.1,153.70866098999977,828.6023165658116,1.109252826642222,11.09252826642222,0.9758172631263733,0.375,1.0,0.0,0.0,800.0,1,True,0.34411031007766724,3.6596927079954185
pair_0033,pair_0033/reference.png,pair_0033/search.png,finfet,uniform,802.3,130.9,801.6149961054325,130.4180809110403,0.8375418460449083,8.375418460449083,0.9302040934562683,0.0,1.0,0.0,0.0,200.0,1,False,0.015630483627319336,3.453136625001207
pair_0034,pair_0034/reference.png,pair_0034/search.png,dram,near_boundary,843.2,950.0,840.4194981083274,949.5015305258567,2.824829656147069,28.24829656147069,0.9568305611610413,0.0,1.0,0.0,0.0,60.0,1,False,,3.5266077089472674
pair_0035,pair_0035/reference.png,pair_0035/search.png,finfet,near_boundary,559.9,713.6,557.20835262537,694.5542157702148,19.235042566027452,192.35042566027454,0.6456249356269836,0.75,1.0,0.0,0.0,25.0,1,False,0.02223147451877594,3.597034083039034
pair_0036,pair_0036/reference.png,pair_0036/search.png,dram,near_boundary,548.4,130.3,548.0175417996943,129.83034010231495,0.6056853097728234,6.056853097728235,0.9674098491668701,0.0,0.9925,0.0,0.0,800.0,1,True,0.5345407128334045,3.443614959018305
pair_0037,pair_0037/reference.png,pair_0037/search.png,finfet,uniform,701.7,453.9,700.5733292624354,477.32754468917847,23.45462080517056,234.5462080517056,0.9189611077308655,0.0,1.0,0.0,0.0,200.0,2,False,0.05632276087999344,3.678373750008177
pair_0038,pair_0038/reference.png,pair_0038/search.png,dram,uniform,603.8,911.5,600.7619003206491,910.954801145941,3.0866310845546,30.866310845546,0.9398831725120544,0.0,0.9925,0.0,0.0,60.0,1,False,,3.792448833002709
pair_0039,pair_0039/reference.png,pair_0039/search.png,finfet,near_boundary,563.4,442.4,560.7984129935503,402.97660338133574,39.50914395307287,395.09143953072874,0.7330467700958252,0.75,0.9925,0.0,0.0,25.0,1,False,0.010615572333335876,3.427341250004247
